language_id,value,suggestion
1,જયાં,Ôja~
1,જયોત,Ôjot
1,જયોતિષી,Ôjo.ti.ßi
1,જવાળામુખી,Ôva.Æa.mu.k˙i
1,ઝગમગવું,Ô˙g.mg.vu~
1,ઝગમગાટ,Ô˙g.m.gaˇ
1,ઝઘડાખોર,Ô˙g.Îa.k˙or
1,ઝઘડાઝઘડી,Ô˙g.Îa.Ô˙g.Îi
1,ઝઘડો,Ô˙g.Îo
1,ઝઝૂમવું,Ô˙.Ô˙um.vu~
1,ઝટ,Ô˙ˇ
1,ઝટકવું,Ô˙.ˇk.vu~
1,ઝટકો,Ô˙ˇ.ko
1,ઝટપટ,Ô˙ˇ.pˇ
1,ઝડતી,Ô˙Î.ti
1,ઝડપ,Ô˙.Îp
1,ઝડપવું,Ô˙.Îp.vu~
1,ઝડપી,Ô˙Î.pi
1,ઝણઝણ,Ô˙¯.Ô˙¯
1,ઝપાઝપી,Ô˙.pa.Ô˙.pi
1,ઝબકવું,Ô˙.bk.vu~
1,ઝબકારો,Ô˙b.ka.ro
1,ઝબકોળવું,Ô˙b.koÆ.vu~
1,ઝબૂકવું,Ô˙.buk.vu~
1,ઝભલું,Ô˙.b˙lu~
1,ઝભ્ભો,Ô˙.b˙b˙o
1,ઝમવું,Ô˙m.vu~
1,ઝરણું,Ô˙r.¯u~
1,ઝરમર,Ô˙r.mr
1,ઝરવું,Ô˙r.vu~
1,ઝરુખો,Ô˙.ru.k˙o
1,ઝરો,Ô˙.ro
1,ઝવેરાત,Ô˙.ve.rat
1,ઝળકવું,Ô˙.Æk.vu~
1,ઝળઝળીયાં,Ô˙Æ.Ô˙Æ.i.ja~
1,ઝળુંઝળું,Ô˙.Æu~.Ô˙.Æu~
1,ઝળહળવું,Ô˙Æ.hÆ.vu~
1,ઝંખના,Ô˙˜.k˙.na
1,ઝંખવાવું,Ô˙˜k˙.va.vu~
1,ઝંખવું,Ô˙˜k˙.vu~
1,ઝંઝટ,Ô˙µ.Ô˙ˇ
1,ઝંઝાવાત,Ô˙µ.Ô˙a.vat
1,ઝંડો,Ô.¯Îo
1,ઝંપલાવવું,Ô˙mp.lav.vu~
1,ઝાકળ,Ô˙a.k
1,ઝાઝું,Ô˙a.Ô˙u~
1,ઝાટકવું,Ô˙a.ˇk.vu~
1,ઝાડ,Ô˙aÎ
1,ઝાડવું,Ô˙aÎ.vu~
1,ઝાડી,Ô˙a.Îi
1,ઝાડું,Ô˙a.Îu~
1,ઝાડો,Ô˙a.Îo
1,ઝાપટવું,Ô˙a.pˇ.vu~
1,ઝાપટું,Ô˙ap.ˇu~
1,ઝારણ,Ô˙a.r¯
1,ઝારવું,Ô˙ar.vu~
1,ઝાલર,Ô˙a.lr
1,ઝાલવું,Ô˙al.vu~
1,ઝાળ,Ô˙aÆ
1,ઝાંખરું,Ô˙a~k˙.ru~
1,ઝાંઝર,Ô˙a~.Ôr
1,ઝાંઝરી,Ô˙a~Ô˙.ri
1,ઝાંપો,Ô˙a~.po
1,ઝીણું,Ô˙i.¯u~
1,ઝીલવું,Ô˙il.vu~
1,ઝૂકવું,Ô˙uk.vu~
1,ઝૂઝવું,Ô˙uÔ˙.vu~
1,ઝૂંટવવું,Ô˙u~.ˇv.vu~
1,ઝૂડવું,Ô˙uÎ.vu~
1,ઝૂડી,Ô˙u.Îi
1,ઝૂડો,Ô˙u.Îo
1,ઝુંબેશ,Ô˙um.beß
1,ઝૂમવું,Ô˙um.vu~
1,ઝૂરવું,Ô˙ur.vu~
1,ઝૂલવું,Ô˙ul.vu~
1,ઝુલાવવું,Ô˙u.lav.vu~
1,ઝૂંપડું,Ô˙u~p.Îu~
1,ઝેર,Ô˙er
1,ઝેરી,Ô˙e.ri
1,ઝેરીલું,Ô˙e.ri.lu~
1,ઝોકવું,Ô˙ok.vu~
1,ઝોકું,Ô˙o.ku~
1,ટકવું,ˇk.vu~
1,ટકાઉ,ˇ.ka.u
1,ટકાવારી,ˇ.ka.va.ri
1,ટકો,ˇ.ko
1,ટકોર,ˇ.kor
1,ટકોરવું,ˇ.kor.vu~
1,ટક્‌કર,ˇk.kr
1,ટગર ટગર,ˇ.gr ˇ.gr
1,ટગુમગુ,ˇ.gu.m.gu
1,ટચકાવવું,ˇc.kav.vu~
1,ટચકો,ˇc.ko
1,ટચલી,ˇc.li
1,ટચૂકડું,ˇ.cuk.Îu~
1,ટટાર,ˇ.ˇar
1,ટટ્‌ટુ,ˇˇ.ˇu
1,ટપકવું,ˇ.pk.vu~
1,ટપકાવવું,tp.kav.vu~
1,ટપકું,ˇp.ku~
1,ટપટપ,ˇp.ˇp
1,ટપ્રલી,lI /ˇp.li
1,ટપોટપ,ˇ.po.ˇp
1,ટપાટપી,ˇ.pa.ˇ.pi
1,ટપારવું,ˇ.par.vu~
1,ટપાલ,ˇ.pal
1,ટપાલી,ˇ.pa.li
1,ટબૂકડું,ˇ.buk.Îu~
1,ટમકવું,ˇ.mk.vu~
1,ટહૂંકો,ˇ.hu~.ko
1,ટળવળવું,ˇÆ.vÆ.vu~
1,ટળવું,ˇÆ.vu~
1,ટંકશાળ,t˜.k.ßaÆ
1,ટંટો,ˇ¯.ˇo
1,ટાઢ,ˇaÎ˙
1,ટાઢું,ˇa.Î˙u~
1,ટાણું,ˇa.¯u~
1,ટાપટીપ,ˇap.ˇip
1,ટાપુ,ˇa.pu
1,ટાલ,ˇal
1,ટીંડોરું,ˇaÆ.vu~
1,ટુકડી,ˇa~k.¯i
1,ટુકડો,ˇa~k.vu~
1,ટૂચકો,ˇa~.ki
1,ટુવાલ,ˇa~.ko
1,ટૂંકાવવું,ˇa~˜g
1,ટૂંપવું,ˇa~˜g.vu~
1,ટૂંપો,ˇa~.c¯
1,ટેકરી,ˇa~.ˇi.jo
1,ટેકવવું,ˇi.ca.vu~
1,ટેકવું,ˇi.ˇo.Îi
1,ટેકો,ˇip.p.¯i
1,ટેરવું,ˇik.Îi
1,ટેવ,ˇi.ka
1,ટેવાવું,ˇi.k˙
1,ટોકવું,ˇic.vu~
1,ટોચ,ˇip.vu~
1,ટોચવું,ˇi.pu~
1,ટોપલી,ˇil.Îi
1,ટોપલો,ˇi.li
1,ટોપી,ˇo.pi
1,ટોપો,ˇo.po
1,ટોળકી,ˇoÆ.ki
1,ટોળી,ˇo.Æi
1,ટોળું,ˇo.Æu~
1,ઠગ,ˇ˙g
1,ઠગવું,ˇ˙g.vu~
1,ઠગાઇ,ˇ˙.ga.i
1,ઠગારું,ˇ˙.ga.ru~
1,ઠપ્રકો,ko /ˇ˙p.ko
1,ઠરવું,ˇ˙r.vu~
1,ઠરાવ,ˇ˙.rav
1,ઠરાવવું,ˇ˙.rav.vu~
1,ઠરેલ,ˇ˙.rel
1,ઠલવાવું,ˇ˙l.va.vu~
1,ઠસવું,ˇ˙s.vu~
1,ઠસોઠસ,ˇ˙.so.ˇ˙s
1,ઠળિયો,ˇ˙.Æi.jo
1,ઠંડક,ˇ˙¯.Îk
1,ઠંડી,ˇ˙¯.Îi
1,ઠંડું,t˙¯.Îu~
1,ઠાકોર,ˇ˙a.kor
1,ઠાકોરજી,ˇ˙a.kor.Ôi
1,ઠાઠ,ˇ˙aˇ˙
1,ઠાઠડી,ˇ˙aˇ˙.Îi
1,ઠારવું,ˇ˙ar.vu~
1,ઠાલવવું,ˇ˙a.lv.vu~
1,ઠાલું,ˇ˙a.lu~
1,ઠાવકું,ˇ˙av.ku~
1,ઠાંસવું,ˇ˙a~s.vu~
1,ઠીક,ˇ˙ik
1,ઠીંગરાવું,ˇ˙i˜g.ra.vu~
1,ઠૂંઠવાવું,ˇ˙u~ˇ˙.va.vu~
1,ઠૂંઠું,ˇ˙u~.ˇ˙u~
1,ઠેકડી,ˇ˙ek.Îi
1,ઠેકઠેકાણે,ˇ˙ek.ˇ˙e.ka.¯e
1,ઠેકડો,ˇ˙ek.Îo
1,ઠેકવું,ˇ˙ek.vu~
1,ઠેકાણું,t˙e.ka.¯u~
1,ઠેર ઠેર,ˇ˙er.ˇ˙er
1,ઠેરવવું,ˇ˙e.rv.vu~
1,ઠેલવું,ˇ˙el.vu~
1,ઠેલો,ˇ˙e.lo
1,ઠેશ,ˇ˙eß
1,ઠોકર,ˇ˙o.kr
1,ઠોકવું,ˇ˙ok.vu~
1,ઠોકંઠોક,ˇ˙o.km.ˇ˙ok
1,ઠોઠ,ˇ˙oˇ˙
1,ઠોંસો,ˇ˙o~.so
1,ડખો,Î.k˙o
1,ડગમગ,Îg.mg
1,ડગમગવું,Îg.mg.vu~
1,ડગલું,Îg.lu~
1,ડગલો,Îg.lo
1,ડગવું,Îg.vu~
1,ડગળું,Îg.Æu~
1,ડઘાવું,Î.g˙a.vu~
1,ડટ્‌ટો,Îˇ.ˇo
1,ડણકવું,Î.¯k.vu~
1,ડફણું,Îp˙.¯u~
1,ડબલું,Îb.lu~
1,ડબી,Î.bi
1,ડબો,Î.bo
1,ડમરો,Îm.ro
1,ડર,Îr
1,ડરપોક,Îr.pok
1,ડરવું,Îr.vu~
1,ડરામણું,Î.ra.m.¯u~
1,ડસવું,Îs.vu~
1,ડહાપણ,Î.ha.p¯
1,ડહોળવું,Î.hoÆ.vu~
1,ડહોળું,Î.ho.Æu~
1,ડંખ,Î¯.k˙
1,ડંખ વું,Î˜k˙.vu~
1,ડંખ ીલું,Î¯.k˙i.lu~
1,ડંફાશ,Îm.p˙aß
1,ડાકણ,Îa.k¯
1,ડાકુ,Îa.ku
1,ડાઘ,Îag˙
1,ડાઘિયું,Îa.g˙i.ju~
1,ડાઘું,Îa.g˙u
1,ડાઘો,Îa.g˙o
1,ડાચું,Îa.cu~
1,ડાબું,Îa.bu~
1,ડાબેરી,Îa.be.ri
1,ડાબોડી,Îa.bo.Îi
1,ડામ,Îam
1,ડામવું,Îam.vu~
1,ડામાડોળ,Îa.ma.ÎoÆ
1,ડાળ,ÎaÆ
1,ડાંખળી,Îø~k˙.Æi
1,ડાંગર,Îa~.gr
1,ડાંડ,Îa~Î
1,ડાંડિયો,Îa~.Îi.jo
1,ડાંડી,Îa~¯.Îi
1,ડુક્‌કર,Îuk.kr
1,ડૂંગર,Îu˜.gr
1,ડંુગરાળ,Îu˜g.raÆ
1,ડુંગરી,Îu˜g.ri
1,ડુંગળી,Îu˜g.Æi
1,ડૂચો,Îu.co
1,ડૂબકી,Îub.ki
1,ડૂબવું,Îub.vu~
1,ડૂમો,Îu.mo
1,ડૂસકું,Îus.ku~
1,ડૂંટી,Îu~.ˇi
1,ડૂંડૂં,Îu¯.Îu~
1,ડોક,Îok
1,ડોકિયું,Îo.ki.ju~
1,ડોકું,Îo.ku~
1,ડોડો,Îo.Îo
1,ડોબું,Îo.bu~
1,ડોલ,Îol
1,ડોલવું,Îol.vu~
1,ડોશી,Îo.ßi
1,ડોળો,Îo.Æo
1,ઢગલો,Î˙g.lo
1,ઢીંચવું,Î˙g.la.bnd˙
1,ઢેબરું,Î˙.cu.p.cu
1,ઢોકળી,Î˙b
1,ઢોકળું,Î˙.sÎ.vu~
1,ઢોર,Î˙.vu~
1,ઢોલ,Î˙˜.ka.vu~
1,ઢોલી,Î˙˜g
1,ઢોળ,Î˙¯.Î˙e.ro
1,ઢોળવું,Î˙¯.Î˙oÆ.vu~
1,ઢોંગ,Î˙ak.Î˙oÆ
1,તક,Î˙al
1,તકતકવું,Î˙aÆ
1,તકરાર,Î˙aÆ.vu~
1,તકલાદી,Î˙a~.k¯
1,તકલીફ,Î˙a~k.¯u~
1,તકીયો,Î˙a~k.vu~
1,તકેદારી,Î˙il
1,તખતો,Î˙i.lu~
1,તગડો,Î˙i˜g.li
1,તગતગવું,Î˙i~.c¯
1,તગારું,t.ga.ru~
1,તગેડવું,t.geÎ.vu~
1,તજ,tÔ
1,તજવીજ,tÔ.viÔ
1,તજવું,tÔ.vu~
1,તજજ્ઞ,t.Ô.gn
1,તટ,tˇ
1,તટસ્થ,t.ˇs.t˙
1,તડ,tÎ
1,તડકો,tÎ.ko
1,તડકોછાંયડો,ˇÎ.ko.c˙a~j.Îo
1,તડકી.છાંયડી,ˇÎ.ki.c˙a~j.Îi
1,તડફડ,tÎ.p˙Î
1,તડફડવું,tÎ.p˙Î.vu~
1,તડામાર,t.Îa.mar
1,તણખલું,t.¯.k˙.lu~
1,તણખો,t¯.k˙o
1,તણાવું,t.¯a.vu~
1,તતકાલ,tt.kal
1,તતડાવવું,tt.Îav.vu~
1,તત્ત્વ,tt.v
1,તત્ત્વજ્ઞાન,tt.v.gna.n
1,તત્ત્વજ્ઞાની,tt.v.gna.ni
1,તથા,t.t˙a
1,તથાપિ,t.t˙a.pi
1,તદુપરાંત,t.dup.ra~t
1,તન,tn
1,તપખીર,tp.k˙ir
1,તપવું,tp.vu~
1,તપાસ,t.pas
1,તપાસવું,t.pas.vu~
1,તપેલી,t.pe.li
1,તફડંચી,tp˙.Îµ.ci
1,તફડાવવું,tp˙.Îav.vu~
1,તફાવત,t.p˙a.vt
1,તબક્‌કો,t.bk.ko
1,તબિયત,t.bi.jt
1,તબીબ,t.bib
1,તબેલો,t.be.lo
1,તમરું,tm.ru~
1,તમંચો,t.mµ.co
1,તમાકું,t.ma.ku~
1,તમાચો,t.ma.co
1,તમામ,t.mam
1,તમારું,t.ma.ru~
1,તમાશો,t.ma.ßo
1,તમે,t.me
1,તરછોડવું,tr.c˙oÎ.vu~
1,તરત,t.rt
1,તરફેણ,tr.p˙e¯
1,તરવરાટ,tr.v.raˇ
1,તરવું,tr.vu~
1,તરંગ,t.r˜.g
1,તરંગી,t.r˜.gi
1,તરાપ,t.rap
1,તરીકે,t.ri.ke
1,તરુણ,t.ru¯
1,તર્ક,tr.k
1,તર્કશાસ્ત્ર,tr.k.ßas.tr
1,તલ,tl
1,તલપ,t.lp
1,તલપવું,t.lp.vu~
1,તલવાર,tl.var
1,તલસાંકળી,tl.sa~k.Æi
1,તવારીખ,t.va.rik˙
1,તસવીર,ts.vir
1,તળપદું,tÆ.p.du~
1,તળવું,tÆ.vu~
1,તળાઇ,t.Æa.i
1,તંતુ,tn.tu
1,તંત્ર,tn.tr
1,તંત્રી,tn.tri
1,તંદુરસ્ત,tn.du.rst
1,તંદુરસ્તી,t.ndu.rs.ti
1,તંબૂ,tm.bu
1,તંબૂરો,tm.bu.ro
1,તાકવું,tak.vu~
1,તાકાત,ta.kat
1,તાગડધિન્ના,ta.gÎ.d˙in.na
1,તાગવું,tag.vu~
1,તાજ,taÔ
1,તાજાકલમ,ta.Ôa.k.lm
1,તાજુ,ta.Ôu
1,તાજેતરમાં,ta.Ôe.tr.ma~
1,તાણ,ta¯
1,તાણવું,ta¯.vu~
1,તાત્કાલિક,tat.ka.lik
1,તાત્ત્વિક,tat.tvik
1,તાપ,tap
1,તાપણું,tap.¯u~
1,તાપવું,tap.vu~
1,તાબડતોબ,ta.bÎ.tob
1,તાર,tar
1,તારવવું,ta.rv.vu~
1,તારાજ,ta.raÔ
1,તારીખ,ta.rik˙
1,તારું,ta.ru~
1,તારો,ta.ro
1,તાર્કિક,tar.kik
1,તાલાવેલી,ta.la.ve.li
1,તાલીમ,ta.lim
1,તાલુકો,ta.lu.ko
1,તાવ,tav
1,તાવવું,tav.vu~
1,તાવીજ,ta.viÔ
1,તાળવું,taÆ.vu~
1,તાળી,ta.Æi
1,તાંતણો,ta~t.¯o
1,તાંત્રિક,ta~.trik
1,તાંબું,ta~.bu~
1,તિજોરી,ti.Ôo.ri
1,તિથિ,ti.t˙i
1,તિરસ્કાર,ti.rs.kar
1,તિલક,ti.lk
1,તીખું,ti.k˙u~
1,તીડ,tiÎ
1,તીણું,ti.¯u~
1,તીતીઘોડો,ti.ti.g˙o.Îo
1,તીર,tir
1,તીર્થયાત્રા,tirt˙.ja.tra
1,તીર્થસ્થાન,tirt˙.st˙an
1,તીવ્ર,/ti.vr
1,તુચ્છ,tuc.c˙
1,તુમાખી,tu.ma.k˙i
1,તુરત,tu.rt
1,તુલના,tul.na
1,તુલા,tu.la
1,તુવેર,tu.ver
1,તું,tu~
1,તૂટવું,tuˇ.vu~
1,તૂત,tut
1,તૂતક,tu.tk
1,તૂરું,tu.ru~
1,તે,te
1,તેજ,teÔ
1,તેજસ્વી,te.Ô.svi
1,તેજાબ,te.Ôab
1,તેજી,te.Ôi
1,તેટલું,teˇ.lu~
1,તેડવું,teÎ.vu~
1,તેડું,te.Îu~
1,તેણી,te.¯i
1,તેતાલીસ,te.ta.lis
1,તેત્રીસ,te.tris
1,તેથી,te.ˇ˙i
1,તેમ,tem
1,તેર,ter
1,તેરમું,ter.mu~
1,તેરશ,te.rß
1,તેલ,tel
1,તેંતાલીસ,t ~´.ta.lis
1,તેંસઠ,t ~´.sˇ˙
1,તૈયાર,ti.jar
1,તૈયારી,ti.ja.ri
1,તો,to
1,તોછડાઇ,toc˙.Îai
1,તોછડું,toc˙.Îu~
1,તોટો,to.ˇo
1,તોડ,toÎ
1,તોડવું,toÎ.vu~
1,તોતડું,tot.Îu~
1,તોતિંગ,to.ti˜.g
1,તોતેર,to.ter
1,તોપ,top
1,તો પણ,to p¯
1,તોફાન,to.p˙an
1,તોફાની,to.p˙a.ni
1,તોરણ,to.r¯
1,તોલ,tol
1,તોલો,to.lo
1,તોળવું,toÆ.vu~
1,ત્યજવું,tjÔ.vu~
1,ત્યાગ,tja.g
1,ત્યાગવું,tjag.vu~
1,ત્યાગી,tja.gi
1,ત્યારે,tja.re
1,ત્યાશી,tja.ßi
1,ત્યાં,tja~
1,ત્રણ,tr¯
1,ત્રાટકવું,tra.ˇk.vu~
1,ત્રાડ,traÎ
1,ત્રાણું,tra.¯u~
1,ત્રાસ,tras
1,ત્રાસવાદ,tras.vad
1,ત્રાહિત,tra.hit
1,ત્રિકોણ,tri.kø¯
1,ત્રિભેટો,tri.b˙e.ˇo
1,ત્રિરંગી,tri.r˜.gi
1,ત્રીજ,tri:Ô
1,ત્રીજુ,tri:.Ôu
1,ત્રીસ,tris
1,ત્રેપન,tre.pn
1,ત્રેવીસ,tre.vis
1,ત્રેસઠ,tre.sˇ˙
1,ત્રૈમાસિક,tri.ma.sik
1,ત્રોફવું,trop˙.vu~
1,ત્ત્વચા,tv.ca
1,થડ,t˙Î
1,થડકવું,t˙Îk.vu~
1,થથરવું,t˙.tr.vu~
1,થનગનવું,t˙n.gn.vu~
1,થપ્પી,t˙p.pi
1,થર,t˙r
1,થરથર,t˙r.t˙r
1,થવું,t˙.vu~
1,થાક,t˙ak
1,થાગડથીગડ,t˙a.gÎ.t˙i.gÎ
1,થા્‌ણું,t˙a.¯u~
1,થાનક,t˙a.nk
1,થાપટ,t˙a.pˇ
1,થાપણ,t˙a.p¯
1,થાપો,t˙ap
1,થાબડવું,t˙a.bÎ.vu~
1,થાળ,t˙aÆ
1,થાળી,t˙a.Æi
1,થાંભલો,t˙a~b˙.lo
1,થીગડું,t˙ig.Îu~
1,થીજવું,t˙iÔ.vu~
1,થૂલી,t˙u.li
1,થૂલું,t˙u.lu~
1,થૂંક,t˙u~k
1,થેપલું,t˙ep.lu~
1,થેલી,t˙e.li
1,થેલો,t˙e.lo
1,થોકડી,t˙ok.Îi
1,થોકડો,t˙ok.Îo
1,થોકબંધ,t˙ok.bnd˙
1,થોડું,t˙o.Îu~
1,થોથવાવું,t˙ot˙.va.vu~
1,થોથું,t˙o.t˙u~
1,થોભવું,t˙ob˙.vu~
1,થોર,t˙or
1,દક્ષિણ,dk.ßi¯
1,દક્ષિણા,dk.ßi.¯a
1,દગાખોર,d.ga.k˙or
1,દગાબાજ,d.ga.baÔ
1,દગાખોરી,d.ga.k˙o.ri
1,દગાબાજી,d.ga.ba.Ôi
1,દગો,d.go
1,દડ દડ,dÎ dÎ
1,દડ બડ,dÎ bÎ
1,દડબું,dÎ.bu~
1,દડો,d.Îo
1,દદૂડી,d.du.Îi
1,દબદબો,db.d.bo
1,દબાણ,d.ba¯
1,દબાવું,d.ba.vu~
1,દમ,dm
1,દમકવું,d.mk.vu~
1,દમદાટી,dm.da.ˇi
1,દમન,d.man
1,દમામ,d.mam
1,દયા,d.ja
1,દર,dr
1,દરકાર,dr.kar
1,દરખાસ્ત,dr.k˙as.t
1,દરગાહ,dr.gah
1,દરજી,dr.Ôi
1,દરજણ,dr.Ô¯
1,દરજજો,d.rÔ.Ôo
1,દરદ,d.r.d
1,દરદી,dr.di
1,દરદાગીનો,dr.da.gi.no
1,દર્પણ,dr.p¯
1,દરબાર,dr.bar
1,દરમિયાન,dr.mi.jan
1,દરરોજ,dr.roÔ
1,દરવાજો,dr.va.Ôo
1,દરવાન,dr.van
1,દરવેશ,dr.veß
1,દર્શન,d.rßn
1,દર્શાવવું,dr.ßav.vu~
1,દરાજ,d.raÔ
1,દરિયાઇ,d.ri.ja.i
1,દરિયો,d.ri.jo
1,દરેક,d.rek
1,દરોડો,d.ro.Îo
1,દલાલ,d.lal
1,દલાલી,d.la.li
1,દલિત,d.lit
1,દલીલ,d.lil
1,દવ,dv
1,દવા,d.va
1,દવાખાનું,d.va.k˙a.nu~
1,દવાદારૂ,d.va.da.ru~
1,દવાપાણી,d.va.pa.ni
1,દશ,dß
1,દશક,d.ßk
1,દશમ,d.ßm
1,દશ્રમું,mu& /dß.mu~
1,દશા,d.ßa
1,દશાંશ,d.ßa~ß
1,દશી,d.ßi
1,દશેરા,d.ße.ra
1,દસ,ds
1,દશકો,dß.ko
1,દસ્તાવેજ,d.sta.veÔ
1,દહાડો,d.ha.Îo
1,દહીં,d.hi~
1,દહીંતરું,d.hi~.t.ru~
1,દહીંવડું,d.hi~.v.Îu~
1,દહેજ,d.heÔ
1,દહેશત,d.he.ßt
1,દળદાર,d.dar
1,દળવું,dÆ.vu~
1,દંગલ,d˜.gl
1,દંડ,d¯.Î
1,દંડવું,d¯Î.vu~
1,દંતકથા,dnt.k.t˙a
1,દંતમંજન,dnt.mµ.Ôn
1,દંતશૂળ,dnt.ßuÆ
1,દંપતી,dm.p.ti
1,દંભ,dmb˙
1,દંભી,dm.b˙i
1,દંશ,dmß
1,દાખલો,da.k˙.lo
1,દાગીનો,da.gi.no
1,દાઘ,dag˙
1,દાઝ,daÔ˙
1,દાઝવું,daÔ˙.vu~
1,દાટવું,daˇ.vu~
1,દાડમ,da.Îm
1,દાઢ,daÎ˙
1,દાઢી,da.Î˙i
1,દાણો,da.¯o
1,દાતણ,da.t¯
1,દાદર,da.dr.
1,દાદરો,dad.ro.
1,દાદાગીરી,da.da.gi.ri
1,દાદી,da.di
1,દાદો,da.do
1,દાન,dan
1,દાનત,da.nt
1,દાનવ,da.nv
1,દાનેશરી,da.ne.ß.ri
1,દાબડી,dab.Îi
1,દાબવું,dab.vu~
1,દાયકો,daj.ko
1,દાયણ,da.j¯
1,દારૂ,da.ru
1,દારૂખાનું,da.ru.k˙a.nu~
1,દારૂડિયો,da.ru.Îi.jo
1,દાર્શનિક,da.rß.nik
1,દાવ,dav
1,દાવો,da.vo
1,દાસ,das
1,દાસી,da.si
1,દાળ,daÆ
1,દાંત,da~t
1,દાંતિયો,da~.ti.jo
1,દિગ્દર્શક,dig.dr.ßk
1,દિગ્મૂઢ,dig.muÎ˙
1,દિનચર્યા,din.c.rja
1,દિનરાત,din.rat
1,દિમાગ,di.mag
1,દિયર,di.jr
1,દિલ,dil
1,દિલગીર,dil.gir
1,દિલગી.રી,dil.gi.ri
1,દિલચસ્પ,dil.cß.p
1,દિલચસ્પી,dil.cß.pi
1,દિલદાર,dil.dar
1,દિલાસો,di.la.so
1,દિવસ,di.vs
1,દિવાસો,di.va.so
1,દિવાળી,di.va.Æi
1,દિવેટ,di.veˇ
1,દિવેલ,di.vel
1,દિવ્ય,div.j
1,દીકરી,dik.ri
1,દીકરો,dik.ro
1,દીદી,di.di
1,દીન,din
1,દીપ,dip
1,દીપક,di.pk
1,દીપડો,dip.Îo
1,દીપાવલી,di.pav.li
1,દીર્ઘ,dir.g
1,દીવાદાંડી,di.va.da~.Îi
1,દીવાલ,di.val
1,દીવાસળી,di.va.s.Æi
1,દીવી,di.vi
1,દીવો,di.vo
1,દુકાન,du.kan
1,દુકાળ,du.kaÆ
1,દુખ વું,duk˙.vu~
1,દુખ ાવો,du.k˙a.vo
1,દુખિયારું,du.k˙i.ja.ru~
1,દુણાવું,du.¯a.vu~
1,દુનિયા,du.ni.ja
1,દુપટ્‌ટો,du.p.ˇˇo
1,દુભાગવું,du.b˙ag.vu~
1,દુભાવવું,du.b˙av.vu~
1,દુભાવું,du.b˙a.vu~
1,દુભાષિયો,du.b˙a.ßi.jo
1,દુરાગ્રહ,h /du.ra.grh
1,દુરાચરણ,du.ra.c.r¯
1,દુરાચરણી,du.ra.c.r.¯i
1,દુરાચાર,du.ra.car
1,દુરાચારી,du.ra.ca.ri
1,દુર્ગતિ,dur.g.ti
1,દુર્ગંધ,dur.gnd˙
1,દુર્બળ,dur.bÆ
1,દુર્લભ,dur.lb˙
1,દુવા,du.va
1,દુશ્મન,duß.man
1,દુખ,duk˙
1,દુસાધ્ય,du.sad˙.j
1,દુઝવું,duÔ˙.vu~
1,દૂધ,dud˙
1,દૂધિયા,du.d˙i.ja
1,દૂધી,du.d˙i
1,દૂબળું,dub.Æu~
1,દૂભવવું,du.b˙v.vu~
1,દૂભાવું,du.b˙a.vu~
1,દૂર,dur
1,દૂર્રબીન,bIn /dur.bin
1,દ્રઢ,drÎ˙
1,દ્રષ્ટિ,dr.ßˇi
1,દેખ રેખ,dek˙.rek˙
1,દેખ વું,dek˙.vu~
1,દેખ ાદેખ ી,de.k˙a.de.k˙i
1,દેખ ાવ,de.k˙av
1,દેખ ાવડું,de.k˙av.Îu~
1,દેખ ાવું,de.k˙a.vu~
1,દેખ ીતું,de.k˙i.tu~
1,દેડકી,deÎ.ki
1,દેડકું,deÎ.ku~
1,દેડકો,deÎ.ko
1,દેરાણી,de.ra.¯i
1,દેરાસર,de.ra.sr
1,દેરી,de.ri
1,દેવ,dev
1,દેવતા,dev.ta
1,દેવનાગરી,dev.nag.ri
1,દેવળ,de.vÆ
1,દેવાદાર,de.va.dar
1,દેવાળીયું,de.va.Æi.ju~
1,દેવી,de.vi
1,દેવું,de.vu~
1,દેશ,deß
1,દેશકાળ,deß.kaÆ
1,દેશદાઝ,deß.daÔ˙
1,દેશાટન,de.ßa.ˇn
1,દેશાભિમાન,de.ßa.b˙i.man
1,દેશી,de.ßi
1,દેહ,deh
1,દેહત્યાગ,deh.tjag
1,દૈનિક,di.nik
1,દૈવી,di.vi
1,દોટ,doˇ
1,દોડ,doÎ
1,દોડધામ,doÎ.d˙am
1,દોડવું,doÎ.vu~
1,દોડાદોડ,do.Îa.doÎ
1,દોઢ,ÎoÎ˙
1,દોઢડાહ્યું,doÎ˙.Îahju~
1,દોઢું,do.Î˙u~
1,દોદળું,dod.Æu~
1,દોરડી,dor.Îi
1,દોરડું,dor.Îu~
1,દોરવણી,do.rv.¯i
1,દોરવું,dor.vu~
1,દોરી,do.ri
1,દોરો,do.ro
1,દોષ,doß
1,દોસ્ત,dost
1,દોહવું,doh.vu~
1,દોહિત્ર,do.hi.tr
1,દોહિત્રી,do.hi.tri
1,દ્રાક્ષ,drakß
1,દ્રોહ,droh
1,દ્વીપ,dvip
1,દ્વૈમાસિક,dvi.ma.sik
1,ધકેલવું,d˙.kel.vu~
1,ધક્‌કંધક્‌કા,d˙.kkm.d˙k.ka
1,ધક્‌કાધક્‌કી,d˙.kka.d˙k.ki
1,ધક્‌કામુક્‌કી,d˙.kka.muk.ki
1,ધકકો,d˙k.ko
1,ધગધગવું,d˙g.d˙g.vu~
1,ધગશ,d˙.gß
1,ધજા,d˙.Ôa
1,ધડ,d˙Î
1,ધડક,d˙.Îk
1,ધડકવું,d˙.Îk.vu~
